datetime,city,state,country,shape,duration (seconds),latitude,longitude
12/13/2011 19:55,hinesville,ga,us,sphere,1200,31.8466667,-81.5961111
12/13/2011 22:15,carroll valley,pa,us,rectangle,10,39.7491667,-77.3833333
12/13/2011 23:30,tampa,fl,us,fireball,2,27.9472222,-82.4586111
12/13/2012 00:00,abington,pa,us,triangle,90,40.1205556,-75.1183333
12/13/2012 00:00,markleville,in,us,light,1200,39.9777778,-85.6147222
12/13/2012 01:15,louisville,ky,us,formation,600,38.2541667,-85.7594444
12/13/2012 06:30,towson,md,us,sphere,4,39.4013889,-76.6022222
12/13/2012 12:18,richmond,ky,us,light,25,37.7477778,-84.2947222
12/13/2012 15:50,carlton,or,us,triangle,60,45.2944444,-123.1752778
12/13/2012 16:00,rye,tx,us,oval,600,30.4525000,-94.7686111
12/13/2012 16:45,ocean springs,ms,us,egg,600,30.4111111,-88.8277778
12/13/2012 17:00,north providence,ri,us,unknown,1320,41.8500000,-71.4666667
12/13/2012 17:27,seminole,fl,us,other,240,27.8394444,-82.7913889
12/13/2012 17:38,skokie,il,us,light,40,42.0333333,-87.7333333
12/13/2012 18:30,port washington,wi,us,circle,20,43.3872222,-87.8755556
12/13/2012 18:30,turlock,ca,us,light,30,37.4947222,-120.8455556
12/13/2012 19:00,fort smith,ar,us,circle,120,35.3858333,-94.3983333
12/13/2012 19:00,pueblo west,co,us,circle,300,38.3500000,-104.7222222
12/13/2012 19:15,homewood,al,us,light,3,33.4716667,-86.8008333
12/13/2012 19:35,hernando,ms,us,sphere,60,34.8238889,-89.9936111
12/13/2012 19:55,tomah,wi,us,sphere,3,43.9786111,-90.5038889
12/13/2012 20:00,phoenix,az,us,light,900,33.4483333,-112.0733333
12/13/2012 20:00,scappoose,or,us,circle,0.57,45.7544444,-122.8763889
12/13/2012 20:10,newton,ma,us,triangle,600,42.3369444,-71.2097222
12/13/2012 20:45,macomb,il,us,triangle,180,40.4591667,-90.6716667
12/13/2012 20:45,macomb,il,us,triangle,240,40.4591667,-90.6716667
12/13/2012 21:15,great falls,mt,us,fireball,10,47.5002778,-111.3
12/13/2012 22:00,norristown,pa,us,triangle,600,40.1213889,-75.3402778
12/13/2012 22:00,wauconda,il,us,disk,2,42.2588889,-88.1391667
12/13/2012 23:00,burgaw,nc,us,triangle,30,34.5519444,-77.9263889
12/13/2012 23:55,sylvania,oh,us,disk,720,41.7188889,-83.7130556
12/13/2012 24:00,garland,tx,us,circle,2,32.9125000,-96.6386111
12/13/2013 00:15,acworth,ga,us,fireball,180,34.0658333,-84.6769444
12/13/2013 03:30,princeton,wv,us,circle,180,37.3661111,-81.1027778
12/13/2013 05:15,edmond,ok,us,triangle,300,35.6527778,-97.4777778
12/13/2013 05:45,meriden,ct,us,cigar,45,41.5380556,-72.8075
12/13/2013 06:40,madison,il,us,light,120,38.6825000,-90.1569444
12/13/2013 16:00,pleasantville,ny,us,diamond,300,41.1327778,-73.7930556
12/13/2013 17:30,gloucester,ma,us,circle,45,42.6158333,-70.6625
12/13/2013 17:30,wakefield,ma,us,circle,30,42.5063889,-71.0733333
12/13/2013 17:45,fairlee,vt,us,unknown,60,43.9075000,-72.1438889
12/13/2013 17:50,daly city,ca,us,light,180,37.7058333,-122.4608333
12/13/2013 18:10,whitman,ma,us,circle,1800,42.0805556,-70.9361111
12/13/2013 18:30,lakewood,co,us,light,600,39.7047222,-105.0808333
12/13/2013 19:00,bushnell,fl,us,light,5,28.6647222,-82.1130556
12/13/2013 19:00,concord,vt,us,fireball,300,44.4288889,-71.8905556
12/13/2013 19:00,largo,fl,us,sphere,1,27.9091667,-82.7875
12/13/2013 19:00,palm harbor,fl,us,light,30,28.0777778,-82.7638889
12/13/2013 19:00,saint petersburg,fl,us,fireball,60,27.7705556,-82.6794444
12/13/2013 19:08,palm harbor,fl,us,light,15,28.0777778,-82.7638889
12/13/2013 19:20,naples,fl,us,light,15,26.1416667,-81.795
12/13/2013 19:30,st. augustine,fl,us,triangle,2,29.8944444,-81.3147222
12/13/2013 19:31,longmont,co,us,fireball,60,40.1672222,-105.1013889
12/13/2013 19:45,san francisco,ca,us,diamond,600,37.7750000,-122.4183333
12/13/2013 19:59,longmont,co,us,fireball,300,40.1672222,-105.1013889
12/13/2013 20:00,bemidji,mn,us,light,900,47.4736111,-94.88
12/13/2013 20:00,boise,id,us,sphere,120,43.6136111,-116.2025
12/13/2013 20:00,longmont,co,us,fireball,60,40.1672222,-105.1013889
12/13/2013 21:00,columbus,oh,us,fireball,180,39.9611111,-82.9988889
12/13/2013 22:15,springfield,or,us,light,300,44.0463889,-123.0208333
12/13/2013 23:00,madison,wi,us,unknown,3,43.0730556,-89.4011111
12/13/2013 23:00,west palm beach,fl,us,circle,30,26.7052778,-80.0366667
12/14/1988 09:00,ohio city,oh,us,disk,600,40.7713889,-84.6155556
12/14/1991 05:30,tell city,in,us,circle,30,37.9513889,-86.7677778
12/14/1993 01:30,lake park,fl,us,other,0,26.8000000,-80.0666667
12/14/1994 00:00,vienna,oh,us,other,32400,41.2377778,-80.6644444
12/14/1995 14:45,pomona,ca,us,round,900,34.0552778,-117.7513889
12/14/1997 06:45,auburn,in,us,sphere,120,41.3669444,-85.0588889
12/14/1997 20:30,aurora,co,us,unknown,300,39.7294444,-104.8313889
12/14/1997 23:30,prescott valley,az,us,other,1800,34.6100000,-112.315
12/14/1998 00:00,wharton,tx,us,light,2,29.3113889,-96.1025
12/14/1998 00:50,mukilteo,wa,us,formation,10,47.9447222,-122.3033333
12/14/1998 04:00,spokane,wa,us,fireball,4,47.6588889,-117.425
12/14/1998 04:10,redding,ca,us,fireball,5,40.5866667,-122.3905556
12/14/1998 05:50,bloomington,il,us,formation,30,40.4841667,-88.9936111
12/14/1998 20:15,st. charles,mo,us,fireball,30,38.7838889,-90.4811111
12/14/1998 21:05,littleton,ma,us,disk,1,42.5375000,-71.5125
12/14/1999 07:45,santa cruz,ca,us,light,30,36.9741667,-122.0297222
12/14/1999 16:52,roanoke,va,us,teardrop,2,37.2708333,-79.9416667
12/14/1999 21:30,atlanta,ga,us,fireball,5,33.7488889,-84.3880556
12/14/2001 11:30,santa ana,ca,us,circle,20,33.7455556,-117.8669444
12/14/2001 22:00,arcadia,ca,us,light,3600,34.1397222,-118.0344444
12/14/2001 23:56,augusta,ar,us,light,180,35.2822222,-91.3652778
12/14/2002 02:30,norman,ok,us,triangle,20,35.2225000,-97.4391667
12/14/2002 05:00,el paso,tx,us,unknown,120,31.7586111,-106.4863889
12/14/2002 15:45,irvington,al,us,light,300,30.5066667,-88.2338889
12/14/2003 00:26,tacoma,wa,us,unknown,60,47.2530556,-122.4430556
12/14/2003 00:46,kent,wa,us,circle,60,47.3811111,-122.2336111
12/14/2003 03:38,eugene,or,us,unknown,120,44.0522222,-123.0855556
12/14/2003 18:30,north highlands,ca,us,circle,120,38.6858333,-121.3711111
12/14/2003 19:30,rocklin,ca,us,circle,1,38.7908333,-121.2347222
12/14/2003 19:45,north las vegas,nv,us,fireball,3,36.1988889,-115.1166667
12/14/2003 20:00,vinton,ca,us,fireball,2,39.8044444,-120.1772222
12/14/2004 00:00,portland,or,us,disk,10,45.5236111,-122.675
12/14/2004 00:30,garland,tx,us,unknown,90,32.9125000,-96.6386111
12/14/2004 01:00,orrville,oh,us,other,300,40.8436111,-81.7641667
12/14/2004 04:30,tremont,ms,us,light,180,34.2347222,-88.2586111
12/14/2004 05:15,brooklyn,mi,us,light,120,42.1058333,-84.2483333
12/14/2004 06:30,phoenix,az,us,light,300,33.4483333,-112.0733333
12/14/2004 18:28,lucerne valley,ca,us,triangle,360,34.4438889,-116.9669444
12/14/2004 22:00,frankenmuth,mi,us,triangle,600,43.3316667,-83.7380556
12/14/2005 00:00,sebring,fl,us,light,60,27.4952778,-81.4411111
12/14/2005 05:48,chelmsford,ma,us,circle,5,42.5997222,-71.3677778
12/14/2005 07:05,hope mills,nc,us,cylinder,240,34.9702778,-78.9455556
12/14/2005 08:05,columbia falls,mt,us,fireball,30,48.3725000,-114.1805556
12/14/2005 19:00,aurora,ny,us,light,2400,42.7538889,-76.7027778
12/14/2006 01:00,inola,ok,us,circle,30,36.1511111,-95.5091667
12/14/2006 09:30,summit,il,us,circle,7,41.7880556,-87.8102778
12/14/2006 17:15,manheim,pa,us,light,1200,40.1633333,-76.3952778
12/14/2006 17:30,annville,pa,us,sphere,20,40.3294444,-76.5155556
12/14/2006 19:00,overland park,ks,us,other,30,38.9822222,-94.6705556
12/14/2006 19:30,dunn,nc,us,triangle,600,35.3061111,-78.6091667
12/14/2006 21:30,richmond,ca,us,circle,300,37.9358333,-122.3466667
12/14/2006 23:00,unadilla,ny,us,disk,3600,42.3252778,-75.3127778
12/14/2007 00:00,sterling,va,us,unknown,180,39.0061111,-77.4288889
12/14/2007 00:15,tinley park,il,us,triangle,300,41.5733333,-87.7844444
12/14/2007 05:30,elmhurst,ny,us,triangle,1800,40.7363889,-73.8783333
12/14/2007 17:30,harrisburg,pa,us,other,600,40.2736111,-76.8847222
12/14/2007 19:00,springerville,az,us,light,20,34.1333333,-109.2852778
12/14/2007 19:15,cary,nc,us,sphere,15,35.7913889,-78.7813889
12/14/2007 22:34,breinigsville,pa,us,fireball,5,40.5366667,-75.6316667
12/14/2007 23:00,littleton,nh,us,unknown,900,44.3061111,-71.7705556
12/14/2007 23:00,manhattan beach,ca,us,fireball,0,33.8847222,-118.41
12/14/2008 01:38,orem,ut,us,light,1,40.2969444,-111.6938889
12/14/2008 02:00,anniston,al,us,light,1200,33.6597222,-85.8316667
12/14/2008 02:15,grants,nm,us,unknown,1800,35.1472222,-107.8508333
12/14/2008 05:00,las vegas,nv,us,light,25,36.1750000,-115.1363889
12/14/2008 10:15,bethpage,ny,us,cigar,60,40.7441667,-73.4825
12/14/2008 10:30,plainview,ny,us,cigar,40,40.7763889,-73.4677778
12/14/2008 13:00,gainesville,va,us,disk,120,38.7955556,-77.6141667
12/14/2008 18:03,lexington,ky,us,light,900,37.9886111,-84.4777778
12/14/2008 20:30,martinsburg,wv,us,triangle,300,39.4561111,-77.9641667
12/14/2009 00:00,san carlos,ca,us,rectangle,300,37.5072222,-122.2594444
12/14/2009 04:30,stratford,ct,us,circle,5,41.1844444,-73.1336111
12/14/2009 04:45,temecula,ca,us,unknown,60,33.4936111,-117.1475
12/14/2009 09:04,mendon,ma,us,unknown,30,42.1055556,-71.5527778
12/14/2009 21:00,walnut springs,tx,us,light,120,32.0575000,-97.7491667
12/14/2009 22:43,leavenworth,ks,us,cylinder,900,39.3111111,-94.9222222
12/14/2010 03:15,hudson,fl,us,cone,1800,28.3641667,-82.6936111
12/14/2010 18:45,troy,nc,us,sphere,600,35.3583333,-79.8947222
12/14/2010 20:00,salt lake city,ut,us,light,300,40.7608333,-111.8902778
12/14/2010 23:00,addison,il,us,light,900,41.9316667,-87.9888889
12/14/2011 00:00,auburn,me,us,circle,120,44.0977778,-70.2316667
12/14/2011 01:00,west sacramento,ca,us,other,5,38.5816667,-121.4933333
12/14/2011 12:30,spencer,ia,us,sphere,30,43.1413889,-95.1441667
12/14/2011 17:00,rocklin,ca,us,formation,30,38.7908333,-121.2347222
12/14/2011 18:16,leominster,ma,us,oval,60,42.5250000,-71.7602778
12/14/2011 19:00,knoxville,tn,us,fireball,60,35.9605556,-83.9208333
12/14/2011 20:00,phoenix,az,us,disk,1200,33.4483333,-112.0733333
12/14/2011 21:00,saint petersburg,fl,us,unknown,0,27.7705556,-82.6794444
12/14/2011 23:00,berkeley,ca,us,cigar,4,37.8716667,-122.2716667
12/14/2011 23:58,charlotte,nc,us,sphere,2.5,35.2269444,-80.8433333
12/14/2012 00:18,north highlands,ca,us,triangle,30,38.6858333,-121.3711111
12/14/2012 01:00,fayetteville,nc,us,disk,1200,35.0525000,-78.8786111
12/14/2012 01:00,springfield,mo,us,light,1200,37.2152778,-93.2980556
12/14/2012 02:35,st. louis,mo,us,diamond,45,38.6272222,-90.1977778
12/14/2012 03:58,new orleans,la,us,flash,4,29.9544444,-90.075
12/14/2012 04:00,pasadena,ca,us,sphere,3600,34.1477778,-118.1436111
12/14/2012 06:00,cincinnati,oh,us,light,5,39.1619444,-84.4569444
12/14/2012 20:00,memphis,tn,us,circle,2700,35.1494444,-90.0488889
12/14/2012 21:50,libertyville,il,us,fireball,60,42.2830556,-87.9530556
12/14/2012 22:30,las vegas,nv,us,sphere,180,36.1750000,-115.1363889
12/14/2012 22:45,potomac,md,us,triangle,2400,39.0180556,-77.2088889
12/14/2012 23:17,morgantown,wv,us,sphere,4,39.6294444,-79.9561111
12/14/2012 23:29,alexandria,va,us,light,60,38.8047222,-77.0472222
12/14/2013 05:00,ontario,ca,us,fireball,3,34.0633333,-117.65
12/14/2013 13:30,floral city,fl,us,cigar,20,28.7497222,-82.2969444
12/14/2013 16:00,maricopa,az,us,circle,40,33.0580556,-112.0469444
12/14/2013 18:00,sterling,co,us,rectangle,15,40.6255556,-103.2072222
12/14/2013 18:00,sumpter,or,us,light,240,44.7458333,-118.2011111
12/14/2013 18:50,anchorage,ak,us,flash,2,61.2180556,-149.9002778
12/14/2013 20:00,purcell,ok,us,sphere,60,35.0136111,-97.3608333
12/14/2013 20:02,phoenix,az,us,fireball,5,33.4483333,-112.0733333
12/14/2013 21:00,jacksonville,fl,us,circle,60,30.3319444,-81.6558333
12/14/2013 21:35,wellington,fl,us,light,1200,26.6583333,-80.2416667
12/14/2013 21:45,miami,fl,us,light,300,25.7738889,-80.1938889
12/15/1945 02:00,roswell,nm,us,sphere,60,33.3941667,-104.5225
12/15/1954 23:10,red bank,nj,us,circle,300,40.3469444,-74.0647222
12/15/1966 17:30,webster city,ia,us,sphere,120,42.4694444,-93.8158333
12/15/1966 19:00,valley forge,pa,us,sphere,360,40.0969444,-75.47
12/15/1966 23:00,phoenixville,pa,us,oval,0,40.1302778,-75.5152778
12/15/1967 19:30,la plata,md,us,circle,600,38.5291667,-76.9755556
12/15/1969 16:00,glenmore,la,us,circle,20,30.2044444,-91.1972222
12/15/1973 01:00,olympia,wa,us,diamond,600,47.0380556,-122.8994444
12/15/1974 02:00,beaumont,tx,us,cigar,3600,30.0858333,-94.1016667
12/15/1976 22:15,junction city,ks,us,diamond,180,39.0286111,-96.8311111
12/15/1977 12:00,new albany,in,us,disk,120,38.2855556,-85.8241667
12/15/1977 22:00,malvern,ar,us,light,15,34.3622222,-92.8127778
12/15/1979 19:00,morris,il,us,light,300,41.3572222,-88.4211111
12/15/1982 06:30,sanford,fl,us,disk,60,28.8002778,-81.2733333
12/15/1982 21:00,kingsport,tn,us,triangle,30,36.5483333,-82.5619444
12/15/1983 01:15,garner,nc,us,triangle,900,35.7111111,-78.6144444
12/15/1985 17:30,auburn,al,us,unknown,300,32.6097222,-85.4808333
12/15/1986 20:30,attleboro,ma,us,disk,120,41.9444444,-71.2861111
12/15/1988 23:30,liberty,nc,us,triangle,60,35.8533333,-79.5719444
12/15/1990 00:30,ocean city,md,us,oval,10800,38.3363889,-75.0852778
12/15/1992 05:55,lenox,ma,us,disk,240,42.3563889,-73.2852778
12/15/1992 20:45,elkland,mo,us,oval,900,37.4430556,-93.0308333
12/15/1993 02:00,green bay,wi,us,disk,120,44.5191667,-88.0197222
12/15/1993 17:00,laguna beach,ca,us,oval,45,33.5422222,-117.7822222
12/15/1993 20:00,warren,pa,us,triangle,900,41.8438889,-79.1452778
12/15/1994 01:00,youngstown,oh,us,teardrop,1800,41.0997222,-80.6497222
12/15/1994 05:00,el toro,ca,us,light,180,33.6469444,-117.6827778
12/15/1994 21:00,alliance,oh,us,formation,1800,40.9152778,-81.1061111
12/15/1994 21:30,indianapolis,in,us,triangle,30,39.7683333,-86.1580556
12/15/1994 22:00,carpinteria,ca,us,unknown,600,34.3988889,-119.5175
12/15/1994 23:30,knoxville,ia,us,changing,7200,41.3208333,-93.1091667
12/15/1995 19:30,elkridge,md,us,fireball,4,39.2125000,-76.7138889
12/15/1995 20:50,hawesville,ky,us,changing,300,37.9000000,-86.755
12/15/1995 22:00,ainsworth,ne,us,light,1800,42.5500000,-99.8622222
12/15/1996 18:30,newtown,ct,us,teardrop,60,41.4138889,-73.3038889
12/15/1996 23:00,bartlett,tn,us,other,5,35.2044444,-89.8738889
12/15/1997 01:00,thief river falls,mn,us,disk,10,48.1191667,-96.1808333
12/15/1997 03:30,naperville,il,us,disk,600,41.7858333,-88.1472222
12/15/1997 20:00,salida,ca,us,light,10,37.7058333,-121.0838889
12/15/1997 22:00,scranton,pa,us,circle,20,41.4088889,-75.6627778
12/15/1997 22:30,gardiner,me,us,disk,900,44.2300000,-69.7758333
12/15/1997 23:35,marlette,mi,us,circle,180,43.3269444,-83.0802778
12/15/1998 00:00,waterford,wi,us,rectangle,300,42.7630556,-88.2141667
12/15/1998 00:30,baltimore,md,us,disk,600,39.2902778,-76.6125
12/15/1998 03:30,petaluma,ca,us,circle,1,38.2325000,-122.6355556
12/15/1998 07:10,atlanta,ga,us,egg,120,33.7488889,-84.3880556
12/15/1998 09:07,atlanta,ga,us,sphere,900,33.7488889,-84.3880556
12/15/1998 09:25,arab,al,us,sphere,2700,34.3180556,-86.4958333
12/15/1998 15:15,cincinnati,oh,us,egg,30,39.1619444,-84.4569444
12/15/1998 17:00,carmel,in,us,fireball,3600,39.9783333,-86.1180556
12/15/1998 17:10,oroville,ca,us,light,1200,39.5138889,-121.5552778
12/15/1998 19:30,easton,pa,us,cigar,300,40.6883333,-75.2211111
12/15/1998 20:00,fairbanks,ak,us,formation,300,64.8377778,-147.7163889
12/15/1998 21:00,bethlehem,pa,us,triangle,240,40.6258333,-75.3708333
12/15/1998 22:00,albuquerque,nm,us,cross,15,35.0844444,-106.6505556
12/15/1998 22:00,middletown,oh,us,circle,600,39.5150000,-84.3983333
12/15/1998 22:30,hinton,wv,us,light,300,37.6738889,-80.8894444
12/15/1998 23:00,grand prairie,tx,us,disk,0,32.7458333,-96.9975
12/15/1999 19:00,katy,tx,us,fireball,8,29.7855556,-95.8241667
12/15/1999 20:00,omaha,ne,us,circle,60,41.2586111,-95.9375
12/15/1999 24:00,north syracuse,ny,us,light,180,43.1347222,-76.1302778
12/15/2000 01:09,redwood valley,ca,us,light,5,39.2655556,-123.2033333
12/15/2000 04:05,san diego,ca,us,light,4,32.7152778,-117.1563889
12/15/2000 05:30,waldorf,md,us,light,10,38.6244444,-76.9394444
12/15/2000 09:00,palo alto,ca,us,disk,60,37.4419444,-122.1419444
12/15/2000 10:00,savoonga,ak,us,disk,20,63.6941667,-170.4788889
12/15/2000 16:20,new york city,ny,us,changing,600,40.7141667,-74.0063889
12/15/2000 16:36,north pole,ak,us,sphere,3600,64.7511111,-147.3494444
12/15/2000 18:25,beaver,pa,us,disk,600,40.6952778,-80.305
12/15/2000 18:25,beaver,pa,us,disk,600,40.6952778,-80.305
12/15/2000 20:00,orlando,fl,us,triangle,0,28.5380556,-81.3794444
12/15/2000 21:30,gillsville,ga,us,fireball,3,34.3077778,-83.6336111
12/15/2000 22:00,brandon,ms,us,fireball,10,32.2730556,-89.9858333
12/15/2001 00:00,cordova,ak,us,sphere,600,60.5427778,-145.7575
12/15/2001 18:10,grants pass,or,us,triangle,300,42.4391667,-123.3272222
12/15/2001 19:20,greensboro,nc,us,triangle,300,36.0725000,-79.7922222
12/15/2001 20:00,des moines,ia,us,triangle,240,41.6005556,-93.6088889
12/15/2001 22:30,st. charles,mo,us,triangle,0,38.7838889,-90.4811111
12/15/2001 22:57,moreno valley,ca,us,triangle,10,33.9375000,-117.2297222
12/15/2002 00:00,maylene,al,us,light,15,33.2033333,-86.8616667
12/15/2002 07:50,northridge,ca,us,circle,120,34.2283333,-118.5358333
12/15/2002 08:00,colchester,ct,us,cylinder,60,41.5755556,-72.3325
12/15/2002 13:00,woodbridge,va,us,chevron,240,38.6580556,-77.25
12/15/2002 14:00,las vegas,nv,us,triangle,2,36.1750000,-115.1363889
12/15/2002 20:00,monterey,tn,us,circle,60,36.1475000,-85.2683333
12/15/2002 21:00,newport beach,ca,us,light,90,33.6188889,-117.9280556
12/15/2002 22:30,suwanee,ga,us,light,45,34.0513889,-84.0713889
12/15/2002 23:00,marshall,nc,us,oval,30,35.7972222,-82.6841667
12/15/2002 23:59,seattle,wa,us,disk,30,47.6063889,-122.3308333
12/15/2003 00:00,central,in,us,circle,120,38.0997222,-86.1586111
12/15/2003 02:30,stratham,nh,us,light,5,43.0238889,-70.9141667
12/15/2003 08:45,alger,oh,us,other,15,40.7061111,-83.8438889
12/15/2003 15:00,duncan,ok,us,changing,60,34.5022222,-97.9575
12/15/2003 18:00,jewett,tx,us,light,900,31.3613889,-96.1438889
12/15/2003 18:15,napa,ca,us,circle,1800,38.2972222,-122.2844444
12/15/2003 18:55,salisbury,md,us,changing,900,38.3605556,-75.5997222
12/15/2003 19:00,gainesville,fl,us,light,10800,29.6513889,-82.325
12/15/2003 19:50,cocoa,fl,us,fireball,4,28.3858333,-80.7422222
12/15/2003 22:00,palestine,tx,us,light,3600,31.7619444,-95.6305556
12/15/2003 22:45,north hollywood,ca,us,fireball,2,34.1722222,-118.3780556
12/15/2004 04:35,long beach,ms,us,light,300,30.3502778,-89.1527778
12/15/2004 05:00,palo alto,ca,us,formation,2040,37.4419444,-122.1419444
12/15/2004 09:00,paola,ks,us,triangle,120,38.5722222,-94.8788889
12/15/2004 14:05,tampa,fl,us,rectangle,180,27.9472222,-82.4586111
12/15/2004 19:35,carmel,in,us,oval,240,39.9783333,-86.1180556
12/15/2004 20:30,headland,al,us,unknown,900,31.3511111,-85.3422222
12/15/2004 23:00,charleston,mo,us,unknown,600,36.9208333,-89.3505556
12/15/2005 01:30,wasilla,ak,us,triangle,240,61.5813889,-149.4394444
12/15/2005 06:00,charlotte,nc,us,light,8,35.2269444,-80.8433333
12/15/2005 06:10,yuma,co,us,other,30,40.1222222,-102.7247222
12/15/2005 09:45,santa barbara,ca,us,circle,0,34.4208333,-119.6972222
12/15/2005 16:15,bolton,ma,us,light,15,42.4333333,-71.6083333
12/15/2005 17:00,geneva,fl,us,formation,2700,28.7394444,-81.1152778
12/15/2005 19:30,alexandria,la,us,cigar,900,31.3111111,-92.445
12/15/2005 20:00,culpeper,va,us,flash,1,38.4730556,-77.9969444
12/15/2005 22:30,clarkesville,ga,us,oval,5,34.6125000,-83.525
12/15/2006 00:01,mcminnville,or,us,circle,1200,45.2102778,-123.1975
12/15/2006 01:00,deerfield,il,us,light,1800,42.1711111,-87.8444444
12/15/2006 01:00,green oaks,il,us,circle,3,42.2900000,-87.9033333
12/15/2006 06:20,cincinnati,oh,us,light,10,39.1619444,-84.4569444
12/15/2006 10:00,lebanon,oh,us,unknown,15,39.4352778,-84.2030556
12/15/2006 11:43,snellville,ga,us,unknown,10,33.8572222,-84.02
12/15/2006 12:00,wasilla,ak,us,oval,60,61.5813889,-149.4394444
12/15/2006 15:00,east providence,ri,us,circle,240,41.8136111,-71.3705556
12/15/2006 15:00,littleton,co,us,oval,60,39.6133333,-105.0161111
12/15/2006 17:30,niles,mi,us,cigar,420,41.8297222,-86.2541667
12/15/2006 17:30,tallmadge,oh,us,triangle,60,41.1013889,-81.4419444
12/15/2006 18:28,flovilla,ga,us,light,60,33.2536111,-83.8986111
12/15/2006 19:00,moss bluff,la,us,light,60,30.3025000,-93.1905556
12/15/2006 19:30,silver springs,nv,us,triangle,240,39.4155556,-119.2236111
12/15/2006 19:33,boca raton,fl,us,light,180,26.3583333,-80.0833333
12/15/2006 21:48,harbor springs,mi,us,circle,10,45.4316667,-84.9919444
12/15/2007 03:04,halifax,pa,us,oval,10,40.4680556,-76.9322222
12/15/2007 04:30,loves park,il,us,unknown,15,42.3200000,-89.0580556
12/15/2007 05:00,wilkes-barre,pa,us,light,600,41.2458333,-75.8816667
12/15/2007 18:15,el cerrito,ca,us,disk,240,37.9158333,-122.3105556
12/15/2007 18:20,durango,co,us,light,120,37.2752778,-107.8794444
12/15/2007 18:25,newark,de,us,circle,900,39.6836111,-75.75
12/15/2007 19:05,lake wales,fl,us,sphere,5,27.9011111,-81.5861111
12/15/2007 20:00,hummelstown,pa,us,circle,10,40.2652778,-76.7086111
12/15/2007 20:00,san lucas,ca,us,sphere,20,36.1288889,-121.0194444
12/15/2007 21:00,boulder,co,us,circle,120,40.0150000,-105.27
12/15/2007 21:15,boulder,co,us,light,600,40.0150000,-105.27
12/15/2007 21:30,havana,fl,us,triangle,900,30.6236111,-84.4147222
12/15/2007 21:30,independence,ky,us,light,180,38.9430556,-84.5441667
12/15/2007 22:07,los angeles,ca,us,cylinder,10,34.0522222,-118.2427778
12/15/2008 07:30,englewood,co,us,unknown,60,39.6477778,-104.9872222
12/15/2008 07:30,waterford,mi,us,unknown,90,42.7022222,-83.4027778
12/15/2008 15:30,topeka,ks,us,oval,300,39.0483333,-95.6777778
12/15/2008 18:30,portage,wi,us,formation,180,43.5391667,-89.4625
12/15/2008 18:50,kings park,ny,us,unknown,43,40.8861111,-73.2577778
12/15/2008 22:00,windsor,mo,us,light,3,38.5322222,-93.5219444
12/15/2009 06:44,ashton,nv,us,formation,120,36.7202778,-116.6716667
12/15/2009 08:30,overland park,ks,us,unknown,10,38.9822222,-94.6705556
12/15/2009 12:23,richland hills,tx,us,triangle,600,32.8158333,-97.2277778
12/15/2009 18:15,o&#39fallon,mo,us,unknown,480,38.8105556,-90.6997222
12/15/2009 19:00,huntington beach,ca,us,changing,60,33.6602778,-117.9983333
12/15/2009 22:45,preston,md,us,light,300,38.7125000,-75.9102778
12/15/2010 00:51,bailey island,me,us,flash,900,43.7275000,-69.9955556
12/15/2010 04:45,palm springs,ca,us,changing,5,33.8302778,-116.5444444
12/15/2010 22:00,opelousas,la,us,chevron,30,30.5333333,-92.0813889
12/15/2010 22:01,kimmell,in,us,unknown,300,41.3952778,-85.5483333
12/15/2010 23:00,campbell,ca,us,triangle,120,37.2872222,-121.9488889
12/15/2011 00:30,st. petersburg,fl,us,other,3,27.7705556,-82.6794444
12/15/2011 00:43,readfield,me,us,light,0,44.3877778,-69.9672222
12/15/2011 05:10,ashburn,va,us,circle,0,39.0436111,-77.4877778
12/15/2011 17:30,laramie,wy,us,changing,900,41.3113889,-105.5905556
12/15/2011 18:05,mitchell,sd,us,light,45,43.7094444,-98.0294444
12/15/2011 19:30,bowling green,ky,us,light,300,36.9902778,-86.4436111
12/15/2011 21:01,cochran,ga,us,unknown,0,32.3866667,-83.3547222
12/15/2011 21:55,st. george,sc,us,light,2400,33.1858333,-80.5758333
12/15/2011 22:09,melbourne,fl,us,light,15,28.0833333,-80.6083333
12/15/2011 23:30,perry,ga,us,light,120,32.4580556,-83.7316667
12/15/2012 00:00,forked river,nj,us,diamond,60,39.8397222,-74.1905556
12/15/2012 00:00,marietta,ga,us,sphere,90,33.9525000,-84.55
12/15/2012 01:00,havelock,nc,us,circle,1800,34.8788889,-76.9016667
12/15/2012 01:10,aurora,co,us,cylinder,0,39.7294444,-104.8313889
12/15/2012 06:55,lebanon,pa,us,unknown,120,40.3408333,-76.4116667
12/15/2012 17:00,granby,ct,us,light,120,41.9538889,-72.7891667
12/15/2012 17:10,lewiston,me,us,light,120,44.1002778,-70.2152778
12/15/2012 17:54,reading,pa,us,fireball,180,40.3355556,-75.9272222
12/15/2012 18:00,portland,or,us,fireball,3,45.5236111,-122.675
12/15/2012 18:30,east boston,ma,us,light,3,42.3750000,-71.0397222
12/15/2012 21:00,russellville,ar,us,chevron,180,35.2783333,-93.1336111
12/15/2012 21:00,waltham,ma,us,sphere,5,42.3763889,-71.2361111
12/15/2012 21:30,manchester,nh,us,circle,6,42.9955556,-71.4552778
12/15/2012 21:40,abilene,tx,us,light,900,32.4486111,-99.7327778
